,Review,Rating,polarity,sentiments,word_count
763,  i have been an android power user for   years having used over   high end devices i have enjoyed using every android device and was super comfortable having full control over android osecosystem highly customizable optionsiphone   or rather ios is in entirety a different world altogether simple elegant amazingly powerful rich features and fully secure iphone   is a stunning beauty with a beastly performance simply put  iphone   is vivacious curvaceous elegant attractive and just feels so good in the hands its design  is impeccable and purple of all looks super stunningnow for the specs  a  bionic chip first chip in the smartphone industry built on a  nanometer process for performance and efficiency improvements the  core cpu and  core gpu in the a  is   percent faster than the fastest competing smartphone chips also includes a  core neural engine that offers an   percent increase in performance for machine learning tasks  camera   percent more light for better performance in lowlight conditions along with  x optical zoom and  x digital zoom the photos are just brilliant even in low light conditions this iphone can capture  fps hdr video with dolby vision enabling cinemagrade videos for video fanatics this iphone offers  k hdr video recording  display  inch super retina xdr oled display   x  resolution its a treat to watch videos on this iphone its lively  pixel perfect  battery well this one is a slight bummer yes much depends on your daily usage but overall its pretty good  securityprivacy ios is a closed ecosystem which gives less control to developers this is the single biggest edge ios has their review systems for developer is a cut above the rest though iphones are vulnerable to hackersviruses the chances are minimal because of their exhaustive sec measures  design i love the new design of the iphone   in addition to being smaller and lighter it has flat sides and a flat screenthe iphone   still doesnt cut above iphone   in many aspects i believe iphone   is still the best smartphone until the launch of iphone   with some real tangible features  not just settling for some minor tweaks though its been a full   year since its launch iphone   is very much worth buying,5,0.25461342750816435,1,361
764,  iphone produce worst phone because it does not have   hz display  fast charging  still have a notch  no fingerprint reader worst battery life  same old camera with no higher zoom lens and worst of all does not come with charger and earphones  its just profitable product from apple which only take your money for old and out dated piece of hardware ,1,-0.3027777777777778,0,61
765,  lol there is no fingerprint reader on this phone and amazon is asking for its ratingokay back to the reviewphone is great doesnt lag have very good screen display but the battery life is poor lasts for a day but its okay as we all are used to charge our phones wheneverwherever we see a power socketcamera quality is awesome and better than that the image editing tools apple is known for its image editing and video editing and this phone just justifies italso a decent size phone neither too big nor too smallif you want to stand away from the crowd and are bored of using the android you can very well go for it blindly,4,0.2674358974358974,1,117
766,  hi alli bought this  gb white iphone  from offline market around  k and gifted it to my wife been  months she is quite happy with her daily usage experience its light weight and battery after one charge lasts for a day or more with constant wifi on happy with the purchase,4,0.375,1,51
767,  the iphone   is the fanciest smart phone in the market currently the iphone is assembled with great care and caution so as to successfully meet the evolving customer needs in order to demonstrate apples commitment to meeting the needs of its consumers this paper provides a product review of the iphone  this phone costs ₹  but it is worth the price  first of all the iphone   has a beautiful design many customers are concerned about how their phone looks unlike other phones that do not address this need iphone has an aesthetic feel the iphone   is also lighter compared to many other phone models mcfedries   this means that the phone is easy to carry both in the pocket and by hand the weight of the phone matters because in many cases heavier phones face the risk of dropping to the floor in case one is multitasking while handling the phone in addition it is sometimes uncomfortable to carry a heavy phone in the pocket because it often wears off due to the heavy weight in addition to the light weight that characterizes the iphone   it is important to understand that the phone has a higher speed in terms of internet connection and detection compared to other phones and the iphone   model this means that consumers will be able to enjoy the fast internet as they surf the internet considering the growing need for accessing the internet in daily activities such as social media iphone   is an ideal phone to possess  in addition to faster internet and wifi the iphone   has a great gps and location service cohen  this means that there is no need for purchasing a gps if one possesses an iphone   this shows that the iphone  is cost effective because one can save money for gadgets such as a gps because the iphone  provides the same service in addition to the gps the iphone   can store large quantities of data especially music with an iphone   one does not have to purchase an ipod for the purposes of listening to music one can either save music directly on the iphone  or use a memory card to save music in addition to music the iphone   has an excellent camera the neatness of the pictures taken using the iphone   is greater than other phones such as android models and the iphone   it is also important to note that the iphone   provides a wide range of photo editing software compared to other phones in the market therefore in addition to saving money that would be used to buy a gps one can also save money that could be used to buy a camera the iphone   also comes with excellent ringtones that can be assigned to each caller in the phone contacts this is a characteristic that is not available in many phone models and those phones that have the service do not have nice ringtones  in addition to the software component of the iphone   it is important to note that this phones battery is longlasting kelby  white   this means that the iphone   can be able to stay charged for a longer time compared to many other phone models for example android phones are known to drain their charge in a short period therefore if one is looking for a phone that has a long battery life the iphone   is the ideal phone to purchase,5,0.2546103896103896,1,562
768,  been using this for more than   months now must say one of the best experiencesi had moved from android to iosi was not able to recover the whats app back up and the phone doesnt have a finger print unlock which feels as a must have feature speacially with the mask on face recognition is of no useapart from that the camera and screen display is spot on if you have the budget go for it,5,0.3125,1,76
769,  no charging adapter no earphones and charging cable is not enough lenghtyhmm looks like the day is not far when apple will sell the iphones without a box lol,4,0.25,1,29
770,  this phone is very very perfect in all aspects the looks the features everything a perfect blend go for it without thinking too muchonly data cable will be in the box along with phone no adapter or headphoneuse  w adapter for fast and better chargingits a  g phone so as soon as  g will launch you will be able to use,5,0.64,1,61
771,  upgraded from iphone x after over   years i dont see any major changes or upgrades instead i have a new charger which was to be bought all in all its as good as the iphone x was when new just one thing which is better is the speaker on the device and perhaps the camera is a little better,4,0.26396103896103895,1,59
772,  this is my  st iphone after using androids for   years i have started my android journey with samsung galaxy s  and after that htc asus lg many mi including mi  first xiaomi product in india and since last   years   galaxy latest series to me camera is the most important feature for a mobile after making and taking calls i was keen to buy s  but felt apart from ultra other two are nothing special even not so premium like earlier galaxy series by this time i broke my s  plus and thinking for one plus  pro but was not very happy with camera output even lots of people are complaining about   chipset and then i had only one choice its iphone i was very much in dilemma as its totally different os with many restrictions but somehow because of the camera i thought to give it a try and man after   month i feel this is the best phone in the market other manufacturers must learn whats called optimisation that tinny battery can last for almost complete one working day google apps work better than android games work flawlessly  and safety and privacy is in different league i can choose whether ill allow the app to track my use or not xiaomi are you listening and camera is surely best if you want to exact colour and white balance only disappointments are  whatsapp chat cant be transfer from android truecaller doesnt work properly and the ugly big notch common apple we know you brought this screen to body ratio concept but this notch needs to be removed,4,0.16864835164835162,1,267
773,  its an expensive piece of beauty yes despite the price cut during the sale i got this  gb iphone   for around seventy three kbut thats just the phone we are talking about the charger and type a to lightning port was another  k ishand since this is an iphone the back cover and tempered glass for another  k so the total costed around seventy six k which is double of my previous phone oneplus  tits still one heck of a phone putting down few reasons on why to go for it  true flagship  if you are planning to buy a phone above fifty k android wont give you that experience as even a thirty k android gives more or less similar performance to a flagship android  cameras  it has the best camera totally worth it  privacy  if you dont want personalised ads to pop based on what you speak browse or show interest for then go for it  build quality  the phone looks very strong and compact i hate   inches phones  if you dont have an iphone you dont have an iphone,5,0.04527777777777779,1,182
775,  although i have purchased from retail but the device performance is excellant i used to upgrade from xr to  and significantly notices the difference in viewing angle aspect as well as day to day use as per power management  stat after using   hrs   percent battery left  camera is flawless in daylight artificial lighting also superb night mode you can see the picture of white flowers taken in night mode although i thought there will be no major difference in xr and   display but it matters you can observ the difference while viewing any high resolution and colourful content stereo sound improvment also found from my previous device but altough it is bit overpriced but any i phone user planning to upgrade from its older siblings he will not be disappointed and will enjoy the one handed opearation,5,0.15028846153846154,1,137
776,  ilike this product but not like your wrong mrp thank you please 🙏 chane the new price i request you,5,-0.18181818181818182,0,20
777,  not a good phone to buy dont buy it i have issues with camaera wifi calling and browsing gaming display is not good veery poor battery,1,-0.3666666666666667,0,26
778,  i was using iphone   from past   years and this is my first upgrade after a whilepros  overall look  screensizekind of perfect  sound qualitylove it  fast processorcome on  and the biggest improvement was battery life note that i was using iphone  it is a big imporvement in terms of battery life if you are coming from iphone    s or   or even iphone   camera is obviously great on iphonecons  battery should be of bigger size as people tend to use iphone for around   years i am exception i used my iphone   for around   years with   times battery replacement😛  should have included the charger as commonly people dont have apple type c charger in their house  other than these two things everything is perfectnotedthe notch doesnt significantly have any sort of trouble while using itactually you wont even noticed iti would suggest to go for iphone   rather than   pro series only the difference is of steel body and one extra camerasame spec same processor same battery everything is samewhy would you pay extra  k for just the steel body and extra camerathe picture quality is samechoice is yours✌🏻,5,0.1131578947368421,1,185
779,  seriously there is nothing new in this phone no new features no catchy properties as such its the same old thing money spent on apple products now a days is money wasted apple is approaching the same phase when steve jobs was fired sadly no jobs to turn things around,1,-0.01955922865013774,0,50
780,  using this device from last   days and there is no issue with anythingbattery last   full days with moderate usescreen perfect clear and crispcamera capture great image in day light and good picture in nightcharging purchase the  w adapter and it get charged to   in a   minutesgaming no lag with high frame rateface id snappy all the time just while wearing the mask i need to use the pinui next level expiriencei moved from android to ios after using android for last   years and it was a great move just unable to move the whatsapp chat historythank to amazon for same day delivery and great packaging too,5,0.28812499999999996,1,106
782,  prosblue looks pretty  odd compare to other models 💙weightless ❤️u never feel like  hz smooth  it felt  hz display play all games with high quality display ❤️never laghang up anywhere  anytimeportrait does the job in detailconsbattery should be upgraded  mah is not enough 😣dont upgrade from iphone   worthless🤔dont go for iphone   promax money waste  useless   is enough to do a lot,5,-0.020185185185185178,0,61
783,  i bought this product from the showroom but now we shifted from there to a different flat so i cant give the showroom the review so i am giving it here to help other customers decide this phone is really awesome good job apple its better than how i had expected it awesome product totally recommend to buy it,5,0.3277777777777777,1,59
784,  this is too good display camera and battery are highlightsdont go anywhere flipkart is best fast delivery of flipkart,5,0.6333333333333333,1,19
785,  waste of money display quality also poor and battery is very worst than iphone   pls dont buy it and waste your money,1,-0.45,0,22
786,  again a premium build nice to hold camera performance is really good   to   hrs screen on time perfect size not too small or not too big,4,0.41,1,26
787,  if youre investing so much money  buy from original and certified store only  a lot of defective pieces on amazon,1,0.19166666666666665,1,20
788,  my redmi k  pro performs way better in terms of performance battery  camera when compared with this iphone   just you need to use google camera apk in your k  pro to experience much better quality of camera than stock app bad apple strategy to sell anything at any price innovations in apple are done at least after   years of when android innovates,1,4.163336342344337e-17,1,62
789,  works well  feel in hand is superb  bought iphone   and iphone   pro both works fine lags a bit while playing heavy games like pubg on ultra high graphics settings battery is ok   charge in like   mins last around   hours with normal usage  wished it came in  hz screen refresh camera not great okish,5,0.20333333333333337,1,53
790,  this is my  nd apple iphone before i had iphone se st modellooks awesomeamazing battery backupgreat touch and displaysound quality is awesomesuperb build qualitymobile gets heatcamera could have been bettermust have included charging adopter in box,4,0.0,1,36
791,  one of the best phone to switchto for first time ios users great for gamers normal users with fb insta songs videos etc dont expect the best battery life with it however if you use   wat charger the phone would get charged soon,5,0.6399999999999999,1,43
792,  i bought this phone a week ago it was working working fine till yesterday then i accidentally drppoed it and it completely shattered it couldnt even survive a fall from the  th floor stupid phone,1,-0.0944444444444444,0,35
793,  i got it from apple online india people who say battery life is not good they are just laying battery life is good for heavy user it will last full day for gamers   to   hours on continuous uses price is higher but everything good and well built and software experience is good sound and display is excellent normal  g is   to   faster than any other phones price is higher but its a great phone,5,0.33035714285714285,1,74
794,  i wish it had a fingerprint sensor  it would have been very easy to open it but i love the size i wish apple makes a smaller phone of around   to  inces with a fingerprint sensor,4,0.26583333333333337,1,36
795,  bought this phone but wanted a   gb phone we had not opened the phone and told the customer service to replace it with   gb after being on the call for   minutes all they kept on saying that it cant be replaced and this is with prime membership wtf,1,-0.5,0,48
796,  ntg to review i dont use this product i want to buy this product this product looking nice thats it,1,0.6,1,20
797,  how about quality and efficiency of battery  i have been using   iphone  s and felt worst battery experience mic and speaker experiance in india we are getting this phone equivalent  to second hand car price i am ok with the price but wont felt price of this phone gives justifiable to the performance and efficiency of batteryi always fight with my friend related to iphone and androidthis time for sure i am going to switch to some other phone like oneplus which we are getting in cheaper rate and best battery experiance if we are saying iphone is status symbol them i would say monkey and   cat storybye bye iphone,1,0.103125,1,110
798,  phones below  knhabe better displaysgood camera but not the bestjust another marketing skill every fool falls for everyday,1,0.15,1,18
799,  i am using it since two weeks and everything is so good so fari use screen around   to   hours and still battery lasts for another half daytips to over come the heat issue while charging  close all the apps dont charge after use lets the mobile cool down and then plug in  follow battery cycle i only charge when the battery is   and plug out after it is full use   watts adapter for better battery performance,5,0.2253968253968254,1,76
800,  waste it is worth   onlydont go blindly for apple logoapple will shut down soon in indiaworst,1,-0.1388888888888889,0,16
802,  i bought it on  st nov  pros new box type design differentiates it with earlier recent  modelsbest oled display  htz refresh rate doesnt really matterlight weight nice grip and easy to operate by one handless thickness than iphone  g enabledhaving all necessary  features of pro model so value for money perfect   inch screen sizevery good battery lifefastest bionic a  chip processorhdr photosdolby hdr videosbrighter display than iphone  cons no charger in boxstill comes with lightening port and not c type port,5,0.34107744107744103,1,81
803,  this is by far the best phone i have used ever in my life i am sure   will be better and   furthermore iphone reviews are not helpful so i will not talk about its features whosoever is writing negative here are not iphone users anyway they are here for self pity and to convince themselves so go for it if you want to experience the best os best camera best brand presence and best resale price let alone the build quality some things that androids can only dream of,5,0.5181818181818182,1,89
804,  phone weight mentioned in the description is wrong it is mentioned   grams whereas the actual weight of iphone   is   grams this factually incorrect information is misleading many people who want to shift to iphone,4,0.0,1,34
805,  iphone   is the golden mean in all the iphone   seriesbattery lasts for about a dayin performance section as usual apple is the bestits oled display is mind blowingeven though it is  g compatible  g also works betterdont buy   gb as it will choke you much earlier as people tend to use iphones for long times,5,-0.0625,0,55
806,  excellent device beautiful ios amoled display and design the only drawback for me coming from android devices with massive batteries is that this only has a single day battery while i am used to more,5,0.3255102040816326,1,35
807,  bhaiya  hum  gareebon  ko haq ni hai ye iphone use karne ka please  bhai  kuch km lga lo ya   years  ka time do dheere  dheere chuka doonga ☹️gareebo  ki dua lagegiii 🙏 please  respect  our  poverty ☹️  waise  btech  cse  se  kr rha hoon kismat achha rha to amazon mai hi job lagegi 😋,5,0.0,1,54
808,  worst phone ever to be frank oppo or vivo  would be much better than this at this price point we can buy   phones,1,-0.25,0,23
809,  perfectness in every inch great battery backup and great display every thing is perfect green colour awesome for light colour lovers blue and red are too dark,5,0.40555555555555556,1,27
810,  phone to bahut mst hai lekin bhai apni aukaat se baahar h bas photo dekh kar khush ho lete h,5,0.0,1,20
811,  this is an awesome product battery life is also good if you are a normal user easily you can use this for   days or   to   hrs screen resolution camera quality every thing is exceptional,5,0.59,1,34
812,  i have been using this phone for almost   months nowits an amazingg phone i guarantee u will enjoy this phoneyoull love the beautiful oled display the camera the processoreverythinggbattery life is amazing i am heavy user and still gets   hour of screen timejust go for it but pls use case and a screen protector cause the back is s fingerprint magnet and the display attracts a lot of scratches,5,0.35833333333333334,1,69
813,  camera and display is too good feels good to hold in hand as compared to iphone   battery is okayish,5,0.7,1,19
814,  phone is fabulous especially green one battery backup is good as one plus and camera quality is nice just want finger print reader feature too in this phone as we are wearing mask daily so no use of face recognition  apple marketer u need to add one more additional feature,5,0.3,1,50
815,  iphone   is amazing its so fast it has  g network  which is so fast design is soo good excellent pixels camera is good must go for it,5,0.5666666666666668,1,27
817,  this is my first ios phone at first was very confused whether to shift from hard core android user to be an ios user and literally many of my friends asked me not to but ultimately i listened to my heart and bought this amazing iphone   i am loving every bit of it amazing battery life  and the feel that you get after holding this phone is brilliant,5,0.28883333333333333,1,68
818,  i have used iphone   and its bad performance its total waste of money  dont buy iphone    its does not deserve the large sum it demands for it,1,-0.1714285714285714,0,27
819,"                    the media could not be loaded
                




   after using   years of android finally i choose iphoneface id is awesome and haptics also best in class",5,0.6666666666666666,1,24
820,  in description it has iphone   with   inch display but actually received is iphone   mini its total fraud with customers,1,0.0,1,19
821,  a major upgrade is added in iphone series  camera quality is so nice screen quality is improvedofcourse its very smooth video call the quality is so real and nicebattery is okk okk but it can be improved,5,0.345625,1,37
824,  apple juice and a little bit more of a good mix and the best part of the game was that the game is good and i wish i had a little better and more levels of a good way of keeping it with the best of my friends to buy the app i love the best were my friends in with friends of the game i have a good game and a lot to do and i wish i would be,5,0.3426470588235294,1,81
825,  very nice slim fast and lightweight iphone for youtube videos and movie makers must go for iphone    iphone  pro,5,0.49,1,19
826,  waiting for long for iphone  will wait till its not made in chinabetter if it is made in india,5,-0.05,0,19
827,  iphone is not made for heavy usage so if you keep using it for   hours then it comes directly   to   or   battery is the only cons in iphone also go for iphone ,4,-0.03333333333333333,0,32
828,  bad camera quality oneplus   onwards products are far better then this iphone   specially the camera iphone   wide angle camera is not good for low light photography and videography only thing it is good at  and thats for gaming pubg runs fluently here no lagging  smooth gameplay,5,0.11883116883116886,1,46
829,  stunning performance with committed features  sorry for no fancy  amazon delivery was very good as always highly recommend this piece,5,0.26749999999999996,1,20
830,  best phone of   upgraded from my iphone   to   its a jump best camera  video quality is superb,5,1.0,1,17
831,  love black colour thanks amazon for on time delivery package arrived before time parcel was in perfect shape must buy,5,0.38333333333333336,1,20
832,  best phone of   for surecombine it with the apple   w adapter and it will give   to   in less than   mins,5,0.4166666666666667,1,20
833,  awesome battery life and camera was too good specially portrait mode is awesomea  bionic chip is awesome 😍i love it🔥,5,0.7114285714285714,1,20
834,  just awesomeno need to think about performance because its iphone  everything perfectdont listen what people say about appleuse it and feel the awesomeness,5,0.0,1,23
835,  great phone i have been an iphone user since many years nowi was using  s  s and now   the speed is amazing,5,0.6333333333333334,1,22
837,  overpriced product not worth the price waste of money dont buy itusless product the design is worst and it is overpriced,1,-0.45,0,21
838,  phon me dikhta hai mai no dail karta hu toh call lag jati hai camera use karu toh photo khich jati hai charge se hata deta hu toh battery kam hone lagti hai,1,0.0,1,33
839,  no comments fabulous awesome table breaking rocking fantastic            ,5,0.6,1,8
840,  excellent performance excellent new features camera battery i always love it👌👌👌👍👍👍 value for money worth buying 👍👍👍👌👌👌 like it nice design also,5,0.5893939393939394,1,22
841,  iphone   just looks dope and is a very good phone but i bought from apple store please dont buy from amazon they sell usedalready opened products,5,0.9099999999999999,1,26
842,  dont buy iphone if you are an android user  you want to swich an iphone because battery experience is not good in all iphones,1,-0.35,0,24
843,  poor phone worst battery back up nothing special dont buy if you dont want to waste your money very poor,1,-0.2938095238095238,0,20
844,  costly not worth it at this price range we dont get any charger i think thisnis the biggest scam of the century the customer need to buy extra charger worth  k this is a true wste at this price range ,2,0.125,1,40
845,  bad experience for this phone andapple is fooling us and sell to expensive products and very bad company dont buy it,1,-0.7033333333333331,0,21
846,  please dont buy iphone   no battery backup i just wast my money go for one plus and save money and time,1,0.0,1,21
847,  switching to iphone after a gap of   years and it feels good  smooth performance with improved battery life,5,0.55,1,18
848,  koi baat nhi aaple logo he issme  showpiece achha hai lelo bhai lelo jaldi  status maintain karo dikhao aapna apple,1,0.0,1,20
849,  maine aaj hi i phone   khrida hai or isme sounds ka problem ho rha hai lekin item ko return nhi kiya ja rha hai,1,0.0,1,24
850,  great one fabulous never expected this one great product by apple after a long long time good to see this product,5,0.3785714285714286,1,21
851,  very good operating software does not hang and is virus free non user friendly when it comes to sharing media between android and ios,4,0.5616666666666666,1,24
852,  amazing phone and my kidneys are safe 😂😂😒 nd i am shift from android user to the ios user literally 😂😒😎,5,0.55,1,21
853,  the a  bionic chip is indeed amazing the sharp edges are a true beauty indeed the camera performance is astonishing as well ,5,0.33125000000000004,1,22
854,"                    the media could not be loaded
                




   this is really a good product and theres build quality is superb 💪🏻i suggest to all small user choose this for daily use its really amazing product",5,0.41,1,33
856,  i am using i phones since years nowtake it if you can quality is no niceand lavender colour is superb,5,1.0,1,20
857,  beautiful design  super performance  very nice mobile phonefingerprint is replaced with face recognition  no problems so far,5,0.5158333333333334,1,17
858,  smooth purchase experience competative pricing iphone specifications are just what you need always trustworthy solid and stable performance recommended purchase,5,0.2,1,20
859,  great mobile at great price point loved it camera is good accessories are very expensive  but straight forward  go for it great deal,5,0.47857142857142865,1,23
860,  after buying it miseries startsno matter how much discount you get you need to spent atleast  k additional for the basic accessories first apple product n really disappointed,1,-0.08,0,28
861,  plz take from shop not amazon i got broken😤😤 dont buy online its worth l e s sok,1,0.3,1,18
862,  all g dont hesitate before buying sadly it doesnt come w fingerprint else it would be perfect phone in this range,5,0.25,1,21
863,  great phone but its costlier camera is best part battery life is great very light to hold i love iphone,5,0.724,1,20
865,  this is the best phone on the market right now   u can definitely check it out  go for it ,5,0.42857142857142855,1,19
866,"                    the media could not be loaded
                




   kabhi kabhi dard hota hai par mirror click lene ke baad thorda acha lgne lagta hai lelo addat hojyega dard sehne ka",5,0.0,1,28
867,  i sold my kidney for this mobileits working but my kidney didntthe pain is smaller than the price of mobile,5,0.0,1,20
868,  best ios phone if you have budget of  k amd  better than samsungs flaships mobile if uh want then just go for it,5,0.75,1,23
869,  very good a genuine product delivered by amazon im very happy phone is awesome battery life is good thank you amazon,5,0.8019999999999999,1,21
870,  very slow touch screen with   hz refresh rateby charging such huge amount it should have been at par with market having   ht rr,4,0.003333333333333336,1,23
871,  best iphone till now superb display  brilliant camera color accuracy grip battrry life just too good to have one,5,0.8999999999999999,1,19
873,"                    the media could not be loaded
                




   good product amazing look fast suffering on net best choice happy to take this i phone   i love this ",5,0.5428571428571428,1,25
874,  after buying this phone im young dumb and broke now and i hope i recover from this shock😁brooooooall fault of newtongo for it  its cute,4,0.075,1,25
875,  beasteverdont trust other brand plasticsreally worthable product from applethe originallity and the quality ever from appletrust,5,-0.125,0,16
877,  battery dint increase more than   and temperature alert came often defective product very dissatisfied with the product and service,1,0.35,1,19
878,  finger print dediya hota to  🌟 ho jate best phone   camera best display best battery backup best and performance best and big problem no chager,5,0.8333333333333334,1,25
879,  great camera 📷 but the freaking battery is a bummer i would recommend iphone   if u wanna for the battery life,5,0.8,1,21
880,  excellent overall  from order to deliver and everything was smooth and perfect i can say that for sure ,5,0.58,1,18
881,  very good in all kind of features are super cool phone is like a astronaut in all kind of terms,5,0.5586666666666666,1,20
882,  excellent battery life quality of photos and videos are awesome best phone in the iphone range so far full screen gives more visibility,5,0.6583333333333333,1,23
883,  it has improved its battery quality and its camera is still better than iphone   and oneplus   pro  im satisfied with the product,5,0.5,1,22
884,  camera quality is very nicelove this producti am upgrade to my iphone x to iphone  this product is value for moneythank you apple,5,0.2,1,23
885,  best phone but doesnt have myriad apps like androidsurround sounds best battery best display love this phone best in class,5,0.9,1,20
887,  okkk so done with one kidney going to sell another one for power adapter and for case 🤧 and ofcourse value for kidney 😅,5,0.0,1,24
888,  camera design and display quality improved on this   other than that regular iphone  with that same notch honest review,4,0.11875,1,19
889,  best phone to ever exist its premium finish and in hand feel is definitely luxury best for gaming and is very much durable,5,0.565,1,23
890,  worst iphone i have ever used in my lifewaste of money worst performance worst camera worst sensors and worst sound,1,-0.7666666666666666,0,20
891,  beast  best battery life 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥👍👍go for it you will love this mobileit is light weight and very good,5,0.7024999999999999,1,18
892,  not worth of buying iphone u can get cheaper price from states u can offord it c u  ,2,-0.15,0,18
893,  rushikesh patel iphone  best and good phonevalue for moneygood camera and batterycamera sensor is best in iphone ,5,0.9,1,17
895,  battery backup is great and much better then  if you think to buy this go aheadnice for gaming,5,0.65,1,18
896,  please lower down the price lil bit so that every iphone love could buy it really its overpriced to buy,4,0.1814814814814815,1,20
897,  good phonei like it very muchyou can also buy the same phone with hdfc offers and win it,5,0.36,1,18
898,  upgrading from   to   was a fine choice exceptionally splendid for a  no other match found worth every ₹,5,0.403125,1,18
899,  its a great mobile with apple ecosystem so glad to say that its a beast in this kind good night,5,0.6499999999999999,1,20
900,  amazing productby apple good camera quality look premium best phone of the year    good deal from amazon thats all,4,0.75,1,19
901,  its  a a a a a a a a a a a a a a a a a a great product,5,0.8,1,21
902,  worth for money and super quality good colour but battery life is too b s d s s d d,5,0.4444444444444444,1,20
903,  man the chip is fast camera op all good than my samsung fold  which is word of  lks this is with of  k better,5,0.4666666666666666,1,24
904,  awesome phonecamera and screen is just wow love it must buy phone i recommend every one to buy it ✨,4,0.5333333333333333,1,20
905,  i love iphonemy first choice was iphone   buy iphone my choice i love iphone my best choice for apple,5,0.5625,1,19
907,  i was disappointed to see no charger and earphones its sad that apple decided to increase the price of iphones every year and still doing so much of cost cutting ,5,-0.4125,0,30
908,  awesome phone at reasonable price got it at   good deal if ur camera lover then u can go for it u will not be disappointed with its camera,5,0.2875,1,28
909,  good product at reasonable prices low price than market,5,0.3,1,9
910,  wonderful phone must buy go for it apple is always the best one must try and find best deals colours are awesome,5,1.0,1,22
911,  nice phonedisplay annd camera are way better than any android phoneapple should think over pricecons areno call recording,5,0.55,1,18
912,  beautiful phone and camera quality is amazing totally satisfied with my purchase only if they could have added an touch id,4,0.48750000000000004,1,21
913,  its handle all games easily on high settings  and its camera is awesomebut the price is so high  you can purchase in a sale,4,0.16,1,24
914,  i cant afford iti always wanted an iphone thats why i participated in amazon quiz for prize money so that i can buy it,5,0.0,1,24
915,  good but not good as iphone   pro  nice flagship nice phone feels like holding iphone   iphone   mixed,5,0.30999999999999994,1,17
916,  well organized and easy to understand web building sdfsdf sd gs gs gsg s gs sdggsd ffsdg sd sd gs gsg sd,4,0.43333333333333335,1,22
917,  phone is good nice performance also wellbut after update ios   found booting issue and its still not solved from apple,4,0.6499999999999999,1,20
918,  phone is great but apple should provide power adapter with the box or if they want to protect environment then adapt exchange pollicy for adapter also,5,0.8,1,26
919,  i have always wanted to have a iphone  but since i am poor my cornea selling and bone marrow transfer were the only choice  at first i thaught ill sell my kidneys but since i  am an alcoholica and heart patient no one will take it  but i can live blind rather than iphone less  so i gave it go  and now my son uses the eyephone and i just listen to music  my son tells me its blue but i am sure he got the black dont hesitate  sell your organs and bye it🙂🙂🙂,5,-0.0846969696969697,0,95
